Unnamed: 0,x,y
210408,895.8943589179822,894.0
210409,895.8985685760895,877.0
210410,895.9027782341968,805.0
210411,895.9048830632504,1034.0
210412,895.9090927213575,1120.0
210413,895.913302379465,1152.0
210414,895.9175120375724,1018.0
210415,895.919616866626,879.0
210416,895.9238265247334,715.0
210417,895.9280361828407,661.0
210418,895.9322458409479,611.0
210419,895.9343506700015,601.0
210420,895.9385603281088,588.0
210421,895.9427699862163,632.0
210422,895.9448748152699,97.0
210423,895.9469796443236,109.0
210424,895.9490839797467,611.0
210425,895.9532926505931,532.0
210426,895.9575013214394,654.0
210427,895.9596056568624,697.0
210428,895.9638143277089,810.0
210429,895.9680229985553,942.0
210430,895.9722316694016,994.0
210431,895.9743360048246,879.0
210432,895.978544675671,829.0
210433,895.9827533465171,745.0
210434,895.9869620173636,868.0
210435,895.9890663527867,958.0
210436,895.9932750236329,1012.0
210437,895.9974836944792,819.0
210438,896.0016923653258,848.0
210439,896.0037967007487,1054.0
210440,896.0080053715951,969.0
210441,896.0122140424414,675.0
210442,896.0164227132879,527.0
210443,896.0185270487109,450.0
210444,896.0227357195572,521.0
210445,896.0269443904034,657.0
210446,896.0290487258267,799.0
210447,896.0332573966733,806.0
210448,896.0374660675195,628.0
210449,896.0416747383658,547.0
210450,896.0437790737891,672.0
210451,896.0479877446353,747.0
210452,896.0521964154816,714.0
210453,896.0564050863278,810.0
210454,896.0585094217511,949.0
210455,896.0627180925974,1029.0
210456,896.0669267634438,1036.0
210457,896.07113543429,863.0
210458,896.0732397697133,922.0
210459,896.0774484405596,975.0
210460,896.0816571114058,785.0
210461,896.0858657822522,667.0
210462,896.0879701176754,632.0
210463,896.0921787885216,640.0
210464,896.0963874593679,695.0
210465,896.0984917947909,580.0
210466,896.1027004656372,713.0
210467,896.1069091364836,721.0
210468,896.1111178073301,731.0
210469,896.1132221427531,646.0
210470,896.1174308135994,684.0
210471,896.1216394844458,820.0
210472,896.125848155292,904.0
210473,896.1279524907152,795.0
210474,896.1321611615614,764.0
210475,896.1363698324077,560.0
210476,896.1405785032541,485.0
210477,896.1426828386772,550.0
210478,896.1468915095238,784.0
