Unnamed: 0,x,y
204750,869.3792094936226,788.0
204751,869.3834196407773,921.0
204752,869.3876297879319,882.0
204753,869.3918399350869,913.0
204754,869.3939450086641,1054.0
204755,869.3981551558188,1043.0
204756,869.4023653029735,1141.0
204757,869.4044703765509,1152.0
204758,869.4086805237056,1199.0
204759,869.4128906708603,1087.0
204760,869.4171008180149,836.0
204761,869.4192058915922,512.0
204762,869.423416038747,458.0
204763,869.4276261859018,635.0
204764,869.429731259479,826.0
204765,869.4339414066337,891.0
204766,869.4381515537883,856.0
204767,869.4423617009431,702.0
204768,869.4444667745206,548.0
204769,869.4486769216753,530.0
204770,869.4528870688298,537.0
204771,869.454992142407,529.0
204772,869.459202289562,426.0
204773,869.4634124367166,329.0
204774,869.4655175102939,82.0
204775,869.4676225838713,537.0
204776,869.4697285744487,700.0
204777,869.4739405556038,796.0
204778,869.4781525367589,728.0
204779,869.4802585273362,672.0
204780,869.4844705084913,575.0
204781,869.4886824896463,522.0
204782,869.490788480224,477.0
204783,869.4950004613789,520.0
204784,869.499212442534,504.0
204785,869.5034244236891,469.0
204786,869.5055304142667,515.0
204787,869.5097423954218,599.0
204788,869.5139543765766,556.0
204789,869.5160603671542,552.0
204790,869.5202723483093,495.0
204791,869.5244843294643,382.0
204792,869.5286963106194,348.0
204793,869.5308023011968,354.0
204794,869.5350142823519,425.0
204795,869.539226263507,626.0
204796,869.5413322540843,730.0
204797,869.5455442352396,897.0
204798,869.5497562163945,907.0
204799,869.5539681975496,866.0
204800,869.556074188127,671.0
204801,869.5602861692821,540.0
204802,869.5644981504372,449.0
204803,869.5666041410145,440.0
204804,869.5708161221698,358.0
204805,869.5750281033247,326.0
204806,869.5792400844797,390.0
204807,869.5813460750572,510.0
204808,869.5855580562123,516.0
204809,869.5897700373672,491.0
204810,869.591876027945,419.0
204811,869.5960880091001,374.0
204812,869.6002999902548,328.0
204813,869.6024059808325,247.0
204814,869.6045119714099,161.0
204815,869.6066179619875,430.0
204816,869.6108299431427,595.0
204817,869.6150419242974,648.0
204818,869.6171479148752,656.0
204819,869.6213598960303,630.0
204820,869.6255718771852,684.0
204821,869.6276778677627,618.0
204822,869.6318898489177,624.0
204823,869.6361018300728,513.0
204824,869.6403138112278,439.0
204825,869.6424198018053,341.0
204826,869.6466317829604,237.0
204827,869.6508437641154,346.0
204828,869.6529497546928,656.0
204829,869.6571617358479,778.0
204830,869.661373717003,803.0
204831,869.665585698158,631.0
204832,869.6676916887355,526.0
204833,869.6719036698906,568.0
204834,869.6761156510457,585.0
204835,869.6782216416233,633.0
204836,869.6824336227781,714.0
204837,869.6866456039332,689.0
204838,869.6908575850882,650.0
204839,869.6929635756658,540.0
204840,869.6971755568209,446.0
204841,869.7013875379757,531.0
204842,869.7034935285533,685.0
204843,869.7077055097084,864.0
204844,869.7119174908635,1013.0
204845,869.7161294720185,996.0
204846,869.718235462596,927.0
204847,869.7224474437511,673.0
204848,869.7266594249062,605.0
204849,869.7287654154835,452.0
204850,869.7329773966386,509.0
204851,869.7371893777937,594.0
204852,869.7392953683712,583.0
204853,869.7414013589488,228.0
204854,869.7435073495262,860.0
204855,869.7477193306813,794.0
204856,869.7519313118362,716.0
204857,869.7540373024137,562.0
204858,869.7582492835687,431.0
204859,869.7624612647238,480.0
204860,869.7645672553015,533.0
204861,869.7687792364565,747.0
204862,869.7729912176115,672.0
204863,869.7772031987665,706.0
204864,869.7793091893442,621.0
204865,869.7835211704992,601.0
204866,869.7877331516542,613.0
204867,869.7898391422317,634.0
204868,869.7940511233867,595.0
204869,869.7982631045418,633.0
204870,869.8024750856968,786.0
204871,869.8045810762743,860.0
204872,869.8087930574292,892.0
204873,869.8130050385845,774.0
204874,869.8151110291618,858.0
204875,869.8193230103169,841.0
204876,869.823534991472,731.0
204877,869.827746972627,656.0
204878,869.8298529632045,631.0
204879,869.8340649443594,702.0
204880,869.8382769255147,834.0
204881,869.8403829160923,1046.0
204882,869.8445948972471,976.0
204883,869.8488068784022,775.0
204884,869.8530188595572,576.0
204885,869.8551248501348,634.0
204886,869.8593368312899,658.0
204887,869.8635488124447,678.0
204888,869.8656548030223,637.0
204889,869.8698667841774,712.0
204890,869.8740787653325,840.0
204891,869.8761847559099,587.0
204892,869.8782907464874,297.0
204893,869.880396737065,809.0
204894,869.8846087182201,765.0
204895,869.8888206993752,716.0
204896,869.8909266899527,741.0
204897,869.8951386711076,598.0
204898,869.8993506522627,697.0
204899,869.9014566428401,782.0
204900,869.9056686239952,766.0
204901,869.9098806051503,643.0
204902,869.9140925863053,581.0
204903,869.9161985768828,555.0
204904,869.9204105580377,616.0
204905,869.9246225391928,645.0
204906,869.9267285297702,887.0
204907,869.9309405109254,978.0
204908,869.9351524920804,973.0
204909,869.9393644732355,895.0
204910,869.9414704638131,768.0
204911,869.9456824449679,669.0
204912,869.949894426123,685.0
204913,869.9520004167006,717.0
204914,869.9562123978557,723.0
204915,869.9604243790106,680.0
204916,869.9646363601657,696.0
204917,869.9667423507433,709.0
204918,869.9709543318982,780.0
204919,869.9751663130533,771.0
204920,869.9772723036307,730.0
204921,869.9814842847859,626.0
204922,869.9856962659409,528.0
204923,869.989908247096,568.0
204924,869.9920142376733,698.0
204925,869.9962262188284,729.0
204926,870.0004381999835,766.0
204927,870.002544190561,718.0
204928,870.0067561717161,792.0
204929,870.0109681528711,789.0
204930,870.0130741434486,343.0
204931,870.0151801340262,486.0
204932,870.0172861246036,793.0
204933,870.0214981057588,820.0
204934,870.0257100869137,862.0
204935,870.0278160774913,989.0
204936,870.0320280586462,1009.0
204937,870.0362400398012,969.0
204938,870.0383460303789,884.0
204939,870.0425580115339,872.0
204940,870.0467699926891,813.0
204941,870.0509819738438,823.0
204942,870.0530879644216,696.0
