Unnamed: 0,x,y
210556,895.8933116366261,597.0
210557,895.897521237272,660.0
210558,895.9017308379177,608.0
210559,895.9059404385637,678.0
210560,895.9080452388865,740.0
210561,895.9122548395324,676.0
210562,895.9164644401782,539.0
210563,895.9206740408242,574.0
210564,895.922778841147,650.0
210565,895.9269884417929,802.0
210566,895.9311980424388,879.0
210567,895.9354076430845,890.0
210568,895.9375124434074,755.0
210569,895.9417220440533,732.0
210570,895.9459316446993,800.0
210571,895.9501412453452,935.0
210572,895.9522460456682,840.0
210573,895.9564556463138,763.0
210574,895.9606652469597,651.0
210575,895.9627700472827,428.0
210576,895.9648748476054,222.0
210577,895.9669796479283,574.0
210578,895.9711892485742,653.0
210579,895.9753988492199,712.0
210580,895.977503649543,783.0
210581,895.9817132501889,790.0
210582,895.9859228508346,825.0
210583,895.9901324514806,773.0
210584,895.9922372518034,734.0
210585,895.9964468524495,624.0
210586,896.0006564530952,612.0
210587,896.0048660537411,745.0
210588,896.0069708540642,836.0
210589,896.0111804547098,812.0
210590,896.0153900553557,809.0
210591,896.0195996560014,702.0
210592,896.0217044563243,593.0
210593,896.0259140569704,740.0
210594,896.0301236576162,1043.0
210595,896.034333258262,1084.0
210596,896.0364380585851,849.0
210597,896.0406476592308,711.0
210598,896.0448572598766,777.0
210599,896.0469620601996,833.0
210600,896.0511716608452,650.0
210601,896.0553812614912,647.0
210602,896.0595908621373,703.0
210603,896.0616956624599,746.0
210604,896.0659052631057,727.0
210605,896.0701148637517,737.0
210606,896.0743244643975,752.0
210607,896.0764292647203,745.0
210608,896.0806388653664,603.0
210609,896.0848484660121,668.0
210610,896.089058066658,876.0
210611,896.091162866981,1090.0
210612,896.0953724676268,1028.0
210613,896.0995820682725,795.0
210614,896.1037916689186,698.0
210615,896.1058964692412,676.0
210616,896.1101060698873,700.0
210617,896.1143156705333,647.0
210618,896.1164204708558,618.0
210619,896.120630071502,613.0
210620,896.1248396721477,579.0
210621,896.1290492727934,479.0
210622,896.1311540731165,409.0
210623,896.1353636737624,361.0
210624,896.1395732744081,375.0
210625,896.1437828750542,476.0
210626,896.145887675377,777.0
210627,896.1500972760228,893.0
210628,896.1543068766687,915.0
210629,896.1585164773143,733.0
210630,896.1606212776372,662.0
210631,896.1648308782833,612.0
210632,896.169040478929,521.0
210633,896.1732500795749,538.0
210634,896.1753548798979,607.0
210635,896.1795644805437,613.0
210636,896.1837740811895,717.0
210637,896.1858788815124,683.0
210638,896.1900884821582,729.0
210639,896.1942980828043,813.0
210640,896.1985076834502,990.0
210641,896.2006124837727,918.0
210642,896.2048220844188,871.0
210643,896.2090316850647,618.0
210644,896.2132412857104,593.0
210645,896.2153460860334,655.0
210646,896.2195556866792,717.0
210647,896.223765287325,538.0
210648,896.2279748879711,492.0
210649,896.2300796882939,510.0
210650,896.2342892889396,665.0
210651,896.2384988895856,791.0
210652,896.2427084902315,819.0
210653,896.2448132905542,632.0
210654,896.2490228912003,562.0
210655,896.2532324918461,557.0
210656,896.2553372921689,571.0
210657,896.2595468928148,568.0
210658,896.2637564934607,671.0
210659,896.2679660941064,550.0
210660,896.2700708944293,669.0
210661,896.2742804950752,700.0
210662,896.2784900957209,680.0
210663,896.282699696367,646.0
210664,896.2848044966901,626.0
210665,896.2890140973358,727.0
210666,896.2932236979816,823.0
210667,896.2974332986273,759.0
210668,896.2995380989502,675.0
210669,896.3037476995962,762.0
210670,896.3079573002418,897.0
210671,896.3121669008879,788.0
210672,896.3142717012108,484.0
210673,896.3184813018567,511.0
210674,896.3226909025025,483.0
210675,896.3247957028253,457.0
210676,896.3290053034714,495.0
210677,896.3332149041171,487.0
210678,896.337424504763,496.0
210679,896.3395293050861,399.0
210680,896.3437389057318,493.0
210681,896.3479485063775,638.0
210682,896.3521581070233,726.0
210683,896.3542629073462,715.0
210684,896.3584725079922,659.0
210685,896.362682108638,645.0
210686,896.3668917092839,670.0
210687,896.368996509607,699.0
210688,896.3732061102527,757.0
210689,896.3774157108984,763.0
210690,896.3816253115443,718.0
210691,896.3837301118672,677.0
210692,896.3879397125131,599.0
210693,896.392149313159,638.0
210694,896.3942541134818,238.0
210695,896.3963589138048,787.0
210696,896.3984612441453,542.0
210697,896.4026659048268,482.0
210698,896.4068705655081,546.0
210699,896.4089728958487,705.0
210700,896.4131775565303,691.0
210701,896.4173822172114,555.0
210702,896.4215868778929,533.0
210703,896.4236892082337,463.0
210704,896.4278938689149,425.0
210705,896.4320985295963,616.0
210706,896.4363031902776,649.0
210707,896.4384055206183,565.0
210708,896.4426101812994,456.0
210709,896.4468148419808,495.0
210710,896.4510195026622,569.0
210711,896.4531218330028,702.0
210712,896.457326493684,612.0
210713,896.4615311543655,434.0
210714,896.4657358150469,347.0
210715,896.4678381453875,447.0
210716,896.4720428060689,481.0
210717,896.4762474667502,576.0
210718,896.4804521274316,531.0
210719,896.4825544577723,653.0
210720,896.4867591184536,678.0
210721,896.490963779135,857.0
210722,896.4930661094755,974.0
210723,896.497270770157,1148.0
210724,896.5014754308384,1204.0
210725,896.5056800915195,1099.0
210726,896.5077824218602,1148.0
210727,896.5119870825415,1168.0
210728,896.5161917432229,1012.0
210729,896.5203964039042,744.0
210730,896.5224987342449,518.0
210731,896.5267033949262,486.0
210732,896.5309080556076,602.0
210733,896.5351127162891,587.0
210734,896.5372150466296,493.0
210735,896.541419707311,472.0
210736,896.5456243679922,471.0
210737,896.5498290286737,561.0
210738,896.5519313590145,573.0
210739,896.5561360196957,579.0
210740,896.5603406803772,555.0
210741,896.5645453410582,428.0
210742,896.566647671399,412.0
210743,896.5708523320802,502.0
210744,896.5750569927617,531.0
210745,896.5771593231023,447.0
210746,896.5813639837836,424.0
210747,896.5855686444651,416.0
210748,896.5897733051462,418.0
210749,896.5918756354871,474.0
210750,896.5960802961682,619.0
210751,896.6002849568498,796.0
210752,896.6044896175309,840.0
210753,896.6065919478717,707.0
210754,896.6107966085532,598.0
210755,896.6150012692343,588.0
210756,896.6192059299158,532.0
210757,896.6213082602565,549.0
210758,896.6255129209377,544.0
210759,896.6297175816188,612.0
210760,896.6339222423003,663.0
210761,896.636024572641,679.0
210762,896.6402292333223,758.0
210763,896.6444338940038,814.0
210764,896.648638554685,876.0
210765,896.6507408850258,816.0
210766,896.6549455457069,566.0
210767,896.6591502063884,610.0
210768,896.6612525367291,279.0
210769,896.6633548670698,233.0
210770,896.6654571974104,422.0
210771,896.6696618580918,328.0
210772,896.6738665187731,473.0
210773,896.6759688491138,400.0
210774,896.6801735097953,398.0
210775,896.6843781704765,378.0
210776,896.6885828311576,505.0
210777,896.6906851614982,536.0
210778,896.6948898221797,605.0
210779,896.699094482861,495.0
210780,896.7032991435424,501.0
210781,896.7054014738831,608.0
210782,896.7096061345644,652.0
210783,896.7138107952458,749.0
210784,896.7180154559271,751.0
210785,896.7201177862677,694.0
210786,896.7243224469491,714.0
210787,896.7285271076305,813.0
210788,896.732731768312,964.0
210789,896.7348340986525,827.0
210790,896.7390387593338,661.0
210791,896.7432434200152,705.0
210792,896.7474480806964,794.0
210793,896.749550411037,703.0
210794,896.7537550717185,618.0
210795,896.7579597323997,615.0
210796,896.7600620627403,686.0
210797,896.7642667234218,722.0
210798,896.7684713841031,684.0
210799,896.7726760447846,637.0
210800,896.7747783751253,729.0
210801,896.7789830358064,638.0
210802,896.7831876964879,590.0
210803,896.7873923571692,611.0
210804,896.7894946875099,712.0
210805,896.7936993481912,736.0
210806,896.7979040088727,662.0
210807,896.802108669554,659.0
210808,896.8042109998945,747.0
210809,896.8084156605757,838.0
210810,896.8126203212572,871.0
210811,896.8168249819385,830.0
210812,896.818927312279,852.0
210813,896.8231319729605,902.0
210814,896.8273366336418,869.0
210815,896.8315412943233,795.0
210816,896.8336436246639,760.0
210817,896.8378482853453,697.0
210818,896.8420529460266,663.0
210819,896.8441552763671,519.0
210820,896.8483599370486,484.0
210821,896.8525645977301,467.0
210822,896.8567692584113,502.0
210823,896.858871588752,585.0
210824,896.8630762494333,807.0
210825,896.8672809101148,960.0
210826,896.8714855707957,1033.0
210827,896.8735879011365,879.0
210828,896.8777925618177,694.0
210829,896.8819972224992,583.0
210830,896.8862018831805,783.0
210831,896.8883042135212,837.0
210832,896.8925088742026,934.0
210833,896.8967135348839,872.0
210834,896.9009181955652,878.0
210835,896.9030205259061,815.0
210836,896.9072251865872,847.0
210837,896.9114298472687,793.0
210838,896.91563450795,817.0
210839,896.9177368382907,798.0
210840,896.921941498972,842.0
210841,896.9261461596533,767.0
210842,896.9303508203345,778.0
210843,896.9324531506752,745.0
210844,896.9366578113567,773.0
210845,896.9408624720378,897.0
210846,896.9429648023787,1026.0
210847,896.9471694630598,886.0
210848,896.9513741237413,893.0
210849,896.9555787844226,790.0
210850,896.9576811147632,792.0
210851,896.9618857754448,782.0
210852,896.9660904361259,755.0
210853,896.9702950968074,546.0
210854,896.9723974271479,550.0
210855,896.9766020878294,814.0
210856,896.9808067485108,1031.0
210857,896.9850114091922,843.0
210858,896.9871137395328,724.0
210859,896.9913184002139,705.0
210860,896.9955230608953,827.0
210861,896.9997277215767,823.0
210862,897.0018300519173,745.0
210863,897.0060347125985,680.0
210864,897.01023937328,783.0
210865,897.0144440339614,736.0
210866,897.016546364302,763.0
210867,897.0207510249834,672.0
210868,897.0249556856648,771.0
210869,897.0270580160054,393.0
210870,897.0291603463461,422.0
210871,897.0312626766867,849.0
210872,897.0354673373681,802.0
210873,897.0396719980495,852.0
210874,897.0417743283901,588.0
210875,897.0459789890715,434.0
210876,897.0501836497529,425.0
210877,897.054388310434,492.0
210878,897.0564906407747,575.0
210879,897.060695301456,644.0
210880,897.0648999621375,685.0
210881,897.0691046228187,697.0
210882,897.0712069531593,723.0
210883,897.0754116138407,695.0
210884,897.0796162745221,655.0
210885,897.0838209352034,684.0
210886,897.0859232655441,830.0
210887,897.0901279262255,845.0
210888,897.0943325869067,683.0
210889,897.0985372475882,711.0
210890,897.100639577929,647.0
210891,897.1048442386102,552.0
210892,897.1090488992917,471.0
210893,897.1132535599727,475.0
210894,897.1153558903134,493.0
210895,897.1195605509947,575.0
210896,897.1237652116762,743.0
210897,897.1258675420167,850.0
210898,897.1300722026981,761.0
210899,897.1342768633796,651.0
210900,897.1384815240608,452.0
210901,897.1405838544016,497.0
210902,897.1447885150827,558.0
210903,897.1489931757643,712.0
210904,897.1531978364454,740.0
210905,897.1553001667862,738.0
210906,897.1595048274677,628.0
210907,897.1637094881488,632.0
210908,897.1679141488303,673.0
210909,897.170016479171,756.0
210910,897.1742211398522,700.0
210911,897.1784258005334,675.0
210912,897.1826304612148,784.0
210913,897.1847327915555,919.0
210914,897.1889374522368,976.0
210915,897.1931421129183,972.0
210916,897.1973467735995,748.0
210917,897.1994491039403,583.0
210918,897.2036537646214,513.0
210919,897.2078584253029,671.0
210920,897.2120630859841,747.0
210921,897.2141654163249,794.0
210922,897.2183700770062,780.0
210923,897.2225747376876,778.0
210924,897.2246770680283,708.0
210925,897.2288817287097,670.0
210926,897.233086389391,640.0
210927,897.2372910500721,724.0
210928,897.2393933804127,740.0
210929,897.2435980410942,870.0
210930,897.2478027017755,747.0
210931,897.2520073624568,654.0
210932,897.2541096927977,543.0
210933,897.2583143534788,526.0
210934,897.2625190141603,598.0
210935,897.2667236748416,603.0
210936,897.2688260051822,696.0
210937,897.2730306658636,827.0
210938,897.277235326545,871.0
210939,897.2814399872262,805.0
210940,897.283542317567,574.0
210941,897.2877469782485,517.0
210942,897.2919516389297,521.0
210943,897.2961562996109,540.0
210944,897.2982586299515,489.0
210945,897.3024632906329,524.0
210946,897.3066679513142,528.0
210947,897.3087702816548,250.0
210948,897.3108726119957,386.0
210949,897.3129749316182,742.0
