,Unnamed: 0,x,y
0,212554,895.8949605397675,1013.0
1,212555,895.897066740952,250.0
2,212556,895.8991729421367,617.0
3,212557,895.9012791433212,851.0
4,212558,895.9054915456903,866.0
5,212559,895.9097039480597,1026.0
6,212560,895.9118101492443,1062.0
7,212561,895.9160225516133,1170.0
8,212562,895.9202349539827,961.0
9,212563,895.924447356352,888.0
10,212564,895.9265535575365,868.0
11,212565,895.9307659599057,1051.0
12,212566,895.9349783622749,1216.0
13,212567,895.9391907646443,1505.0
14,212568,895.9412969658287,1582.0
15,212569,895.9455093681979,1370.0
16,212570,895.9497217705673,980.0
17,212571,895.9539341729364,1122.0
18,212572,895.9560403741209,1137.0
19,212573,895.9602527764903,1223.0
20,212574,895.9644651788594,1023.0
21,212575,895.966571380044,1037.0
22,212576,895.9707837824132,887.0
23,212577,895.9749961847825,887.0
24,212578,895.9792085871518,1000.0
25,212579,895.9813147883361,1040.0
26,212580,895.9855271907055,900.0
27,212581,895.9897395930748,672.0
28,212582,895.9939519954439,612.0
29,212583,895.9960581966286,669.0
30,212584,896.0002705989978,769.0
31,212585,896.0044830013669,822.0
32,212586,896.0086954037363,834.0
33,212587,896.0108016049209,1085.0
34,212588,896.01501400729,1216.0
35,212589,896.0192264096593,1298.0
36,212590,896.0234388120282,1146.0
37,212591,896.025545013213,952.0
38,212592,896.0297574155823,820.0
39,212593,896.0339698179514,825.0
40,212594,896.0360760191362,794.0
41,212595,896.0402884215052,873.0
42,212596,896.0445008238745,808.0
43,212597,896.0487132262434,845.0
44,212598,896.0508194274283,716.0
45,212599,896.0550318297975,666.0
46,212600,896.0592442321667,661.0
47,212601,896.0634566345357,538.0
48,212602,896.0655628357208,490.0
49,212603,896.0697752380897,573.0
50,212604,896.073987640459,560.0
51,212605,896.078200042828,689.0
52,212606,896.0803062440127,806.0
53,212607,896.084518646382,954.0
54,212608,896.0887310487512,771.0
55,212609,896.0929434511203,549.0
56,212610,896.095049652305,459.0
57,212611,896.0992620546742,582.0
58,212612,896.1034744570435,503.0
59,212613,896.1055806582283,453.0
60,212614,896.1097930605972,510.0
61,212615,896.1140054629665,690.0
62,212616,896.1182178653357,876.0
63,212617,896.1203240665202,931.0
64,212618,896.1245364688895,850.0
65,212619,896.1287488712587,778.0
66,212620,896.132961273628,741.0
67,212621,896.1350674748128,551.0
68,212622,896.1392798771817,432.0
69,212623,896.143492279551,512.0
70,212624,896.1477046819201,660.0
71,212625,896.1498108831047,682.0
72,212626,896.154023285474,698.0
73,212627,896.1582356878433,878.0
74,212628,896.1603418890277,306.0
75,212629,896.1624480902124,691.0
76,212630,896.1645542913969,907.0
77,212631,896.1687666937662,792.0
78,212632,896.1729790961356,737.0
79,212633,896.1750852973199,700.0
80,212634,896.1792976996892,752.0
81,212635,896.1835101020584,715.0
82,212636,896.1877225044278,815.0
83,212637,896.1898287056122,807.0
84,212638,896.1940411079815,694.0
85,212639,896.1982535103508,680.0
86,212640,896.2024659127197,815.0
87,212641,896.2045721139045,731.0
88,212642,896.2087845162738,544.0
89,212643,896.2129969186432,565.0
90,212644,896.2172093210123,756.0
91,212645,896.2193155221968,704.0
92,212646,896.223527924566,573.0
93,212647,896.2277403269353,498.0
94,212648,896.2298465281198,547.0
95,212649,896.234058930489,660.0
96,212650,896.2382713328583,695.0
97,212651,896.2424837352272,644.0
98,212652,896.244589936412,674.0
99,212653,896.2488023387813,643.0
100,212654,896.2530147411502,633.0
101,212655,896.2572271435198,524.0
102,212656,896.2593333447043,563.0
103,212657,896.2635457470735,588.0
104,212658,896.2677581494428,629.0
105,212659,896.2719705518117,652.0
106,212660,896.2740767529965,665.0
107,212661,896.2782891553658,649.0
108,212662,896.2825015577347,653.0
109,212663,896.2867139601042,659.0
110,212664,896.2888201612888,827.0
111,212665,896.293032563658,877.0
112,212666,896.2972449660272,865.0
113,212667,896.2993511672121,734.0
114,212668,896.303563569581,783.0
115,212669,896.3077759719503,643.0
116,212670,896.3119883743193,588.0
117,212671,896.3140945755041,725.0
118,212672,896.3183069778732,908.0
119,212673,896.3225193802425,928.0
120,212674,896.3267317826117,907.0
121,212675,896.3288379837962,860.0
122,212676,896.3330503861655,928.0
123,212677,896.3372627885346,849.0
124,212678,896.3414751909039,908.0
125,212679,896.3435813920885,838.0
126,212680,896.3477937944577,762.0
127,212681,896.3520061968269,673.0
128,212682,896.3562185991963,574.0
129,212683,896.3583248003807,498.0
130,212684,896.36253720275,538.0
131,212685,896.3667496051194,486.0
132,212686,896.3688558063037,520.0
133,212687,896.373068208673,642.0
134,212688,896.3772806110421,806.0
135,212689,896.3814930134114,771.0
136,212690,896.3835992145961,620.0
137,212691,896.3878116169652,597.0
138,212692,896.3920240193346,765.0
139,212693,896.3962364217036,741.0
140,212694,896.3983426228882,757.0
141,212695,896.4025550252576,765.0
142,212696,896.4067674276268,805.0
143,212697,896.4109798299959,833.0
144,212698,896.4130860311806,981.0
145,212699,896.4172984335498,991.0
146,212700,896.4215108359192,896.0
147,212701,896.4257232382881,821.0
148,212702,896.4278294394728,745.0
149,212703,896.4320418418422,599.0
150,212704,896.4362542442112,582.0
151,212705,896.4383604453958,730.0
152,212706,896.4425728477652,973.0
153,212707,896.4467852501343,1110.0
154,212708,896.4509976525035,1239.0
155,212709,896.453103853688,1119.0
156,212710,896.4573162560573,1000.0
157,212711,896.4615286584265,801.0
158,212712,896.4657410607957,621.0
159,212713,896.4678472619803,509.0
160,212714,896.4720596643492,569.0
161,212715,896.4762720667187,568.0
162,212716,896.480484469088,608.0
163,212717,896.4825906702725,565.0
164,212718,896.4868030726418,654.0
165,212719,896.491015475011,865.0
166,212720,896.4931216761955,205.0
167,212721,896.4952278773802,1156.0
168,212722,896.4973340785648,1430.0
169,212723,896.5015464809337,1271.0
170,212724,896.5057588833032,1119.0
171,212725,896.5078650844878,840.0
172,212726,896.512077486857,670.0
173,212727,896.5162898892262,720.0
174,212728,896.5205022915953,760.0
175,212729,896.5226084927801,767.0
176,212730,896.5268208951493,701.0
177,212731,896.5310332975183,659.0
178,212732,896.5352456998877,579.0
179,212733,896.5373519010723,661.0
180,212734,896.5415643034413,730.0
181,212735,896.5457767058107,762.0
182,212736,896.5499891081801,684.0
183,212737,896.5520953093645,610.0
184,212738,896.5563077117337,531.0
185,212739,896.5605201141029,582.0
186,212740,896.5626263152876,221.0
187,212741,896.5647325164723,344.0
188,212742,896.5668387176567,594.0
189,212743,896.5710511200259,601.0
190,212744,896.5752635223953,674.0
191,212745,896.5773697235797,682.0
192,212746,896.5815821259489,676.0
193,212747,896.5857945283182,683.0
194,212748,896.5900069306874,614.0
195,212749,896.592113131872,535.0
196,212750,896.5963255342411,427.0
197,212751,896.6005379366105,296.0
198,212752,896.6047503389798,272.0
199,212753,896.6068565401641,320.0
200,212754,896.6110689425336,451.0
201,212755,896.6152813449028,578.0
202,212756,896.6194937472719,694.0
203,212757,896.6215999484566,653.0
204,212758,896.6258123508258,630.0
205,212759,896.6300247531949,609.0
206,212760,896.6321309543796,564.0
207,212761,896.6342371555643,231.0
208,212762,896.6363435363222,756.0
209,212763,896.6405562978388,807.0
210,212764,896.6447690593553,732.0
211,212765,896.6468754401134,608.0
212,212766,896.6510882016298,516.0
213,212767,896.655300963146,619.0
214,212768,896.6595137246626,627.0
215,212769,896.6616201054206,681.0
216,212770,896.6658328669373,655.0
217,212771,896.6700456284535,633.0
218,212772,896.67425838997,574.0
219,212773,896.6763647707281,460.0
220,212774,896.6805775322446,478.0
221,212775,896.684790293761,810.0
222,212776,896.6890030552772,845.0
223,212777,896.6911094360356,791.0
224,212778,896.6953221975522,704.0
225,212779,896.6995349590685,649.0
226,212780,896.7016413398268,692.0
227,212781,896.7058541013429,623.0
228,212782,896.7100668628592,477.0
229,212783,896.7142796243758,414.0
230,212784,896.7163860051338,446.0
231,212785,896.7205987666504,576.0
232,212786,896.7248115281668,640.0
233,212787,896.729024289683,709.0
234,212788,896.7311306704414,624.0
235,212789,896.7353434319577,617.0
236,212790,896.7395561934743,620.0
237,212791,896.7437689549907,650.0
238,212792,896.7458753357488,570.0
239,212793,896.7500880972653,507.0
240,212794,896.7543008587816,557.0
241,212795,896.758513620298,536.0
242,212796,896.7606200010562,598.0
243,212797,896.7648327625726,742.0
244,212798,896.769045524089,815.0
245,212799,896.7711519048472,906.0
246,212800,896.7753646663635,878.0
247,212801,896.7795774278801,732.0
248,212802,896.7837901893962,568.0
249,212803,896.7858965701546,611.0
250,212804,896.790109331671,587.0
251,212805,896.7943220931874,733.0
252,212806,896.7985348547037,733.0
253,212807,896.8006412354622,815.0
254,212808,896.8048539969783,614.0
255,212809,896.8090667584949,636.0
256,212810,896.8132795200113,703.0
257,212811,896.8153859007695,757.0
258,212812,896.8195986622858,787.0
259,212813,896.8238114238022,774.0
260,212814,896.8280241853188,730.0
261,212815,896.8301305660768,830.0
262,212816,896.8343433275933,800.0
263,212817,896.8385560891096,695.0
264,212818,896.8406624698677,682.0
265,212819,896.8448752313843,830.0
266,212820,896.8490879929006,896.0
267,212821,896.853300754417,900.0
268,212822,896.8554071351754,864.0
269,212823,896.8596198966916,788.0
270,212824,896.863832658208,756.0
271,212825,896.8680454197245,705.0
272,212826,896.8701518004826,792.0
273,212827,896.8743645619991,857.0
274,212828,896.8785773235153,991.0
275,212829,896.8827900850317,1066.0
276,212830,896.8848964657901,1013.0
277,212831,896.8891092273062,914.0
278,212832,896.8933219888228,834.0
279,212833,896.8975347503392,878.0
280,212834,896.8996411310974,876.0
281,212835,896.9038538926137,1049.0
282,212836,896.9080666541303,1167.0
283,212837,896.9101730348883,1108.0
284,212838,896.9143857964049,946.0
285,212839,896.9185985579213,992.0
286,212840,896.9228113194375,1011.0
287,212841,896.9249177001958,1071.0
288,212842,896.9291304617121,1033.0
289,212843,896.9333432232288,984.0
290,212844,896.937555984745,994.0
291,212845,896.9396623655032,1007.0
292,212846,896.9438751270196,1135.0
293,212847,896.9480878885361,1427.0
294,212848,896.9523006500524,1418.0
295,212849,896.9544070308107,1320.0
296,212850,896.958619792327,1186.0
297,212851,896.9628325538432,1082.0
298,212852,896.9670453153598,838.0
299,212853,896.969151696118,842.0
