,Unnamed: 0,x,y
0,203739,869.3809480954234,1280.0
1,203740,869.3851627055618,1355.0
2,203741,869.3872700106314,1237.0
3,203742,869.3914846207698,1086.0
4,203743,869.3956992309085,872.0
5,203744,869.3978065359778,936.0
6,203745,869.4020211461165,937.0
7,203746,869.406235756255,808.0
8,203747,869.4104503663934,751.0
9,203748,869.4125576714629,854.0
10,203749,869.4167722816014,835.0
11,203750,869.4209868917401,978.0
12,203751,869.4230941968094,997.0
13,203752,869.427308806948,1029.0
14,203753,869.4315234170865,948.0
15,203754,869.4357380272252,896.0
16,203755,869.4378453322943,851.0
17,203756,869.442059942433,773.0
18,203757,869.4462745525716,748.0
19,203758,869.4483818576407,681.0
20,203759,869.4525964677797,539.0
21,203760,869.4568110779181,483.0
22,203761,869.4589183829872,451.0
23,203762,869.4610256880568,90.0
24,203763,869.4631329931261,660.0
25,203764,869.4673476032648,774.0
26,203765,869.4715622134033,723.0
27,203766,869.4736695184724,768.0
28,203767,869.4778841286111,901.0
29,203768,869.4820987387496,794.0
30,203769,869.484206043819,738.0
31,203770,869.4884206539575,725.0
32,203771,869.4926352640962,790.0
33,203772,869.4968498742347,768.0
34,203773,869.498957179304,808.0
35,203774,869.5031717894426,724.0
36,203775,869.5073863995813,606.0
37,203776,869.5094937046506,392.0
38,203777,869.5137083147891,441.0
39,203778,869.5179229249278,563.0
40,203779,869.5221375350662,715.0
41,203780,869.5242448401358,798.0
42,203781,869.5284594502742,769.0
43,203782,869.5326740604128,746.0
44,203783,869.5347813654822,775.0
45,203784,869.5389959756208,679.0
46,203785,869.5432105857593,635.0
47,203786,869.5474251958979,629.0
48,203787,869.5495325009673,621.0
49,203788,869.5537471111058,574.0
50,203789,869.5579617212442,556.0
51,203790,869.5600690263136,503.0
52,203791,869.5642836364522,551.0
53,203792,869.5684982465907,648.0
54,203793,869.5706055516603,670.0
55,203794,869.5748201617987,541.0
56,203795,869.5790347719372,429.0
57,203796,869.5832493820758,604.0
58,203797,869.5853566871451,634.0
59,203798,869.5895712972838,706.0
60,203799,869.5937859074222,737.0
61,203800,869.5958932124918,697.0
62,203801,869.6001078226303,700.0
63,203802,869.6043224327689,671.0
64,203803,869.6085370429074,801.0
65,203804,869.6106443479766,833.0
66,203805,869.6148589581152,915.0
67,203806,869.619073568254,946.0
68,203807,869.6211808733232,1012.0
69,203808,869.6253954834617,957.0
70,203809,869.6296100936003,1015.0
71,203810,869.633824703739,916.0
72,203811,869.6359320088083,766.0
73,203812,869.6401466189467,686.0
74,203813,869.6443612290857,626.0
75,203814,869.6464685341548,649.0
76,203815,869.6506831442932,782.0
77,203816,869.6548977544321,849.0
78,203817,869.6591123645703,856.0
79,203818,869.6612196696399,757.0
80,203819,869.6654342797784,703.0
81,203820,869.669648889917,701.0
82,203821,869.6717561949863,802.0
83,203822,869.675970805125,669.0
84,203823,869.6801854152635,640.0
85,203824,869.6822927203328,669.0
86,203825,869.6865073304714,789.0
87,203826,869.6907219406099,875.0
88,203827,869.6949365507486,789.0
89,203828,869.6970438558179,729.0
90,203829,869.7012584659566,773.0
91,203830,869.705473076095,768.0
92,203831,869.7075803811642,959.0
93,203832,869.7117949913029,883.0
94,203833,869.7160096014418,668.0
95,203834,869.7202242115802,549.0
96,203835,869.7223315166493,592.0
97,203836,869.726546126788,707.0
98,203837,869.7307607369265,794.0
99,203838,869.7328680419959,832.0
100,203839,869.7370826521345,868.0
101,203840,869.7412972622731,930.0
102,203841,869.7455118724118,907.0
103,203842,869.7476191774809,772.0
104,203843,869.7518337876196,825.0
105,203844,869.7560483977581,920.0
106,203845,869.7581557028275,1066.0
107,203846,869.762370312966,1065.0
108,203847,869.7665849231047,1054.0
109,203848,869.7686922281737,649.0
110,203849,869.7707995332432,430.0
111,203850,869.7707995332432,130.0
112,203851,869.772904493499,793.0
113,203852,869.7771144140107,690.0
114,203853,869.7813243345222,682.0
115,203854,869.7834292947783,698.0
116,203855,869.7876392152898,769.0
117,203856,869.7918491358015,732.0
118,203857,869.7939540960573,814.0
119,203858,869.7981640165691,916.0
120,203859,869.8023739370807,832.0
121,203860,869.8065838575923,712.0
122,203861,869.8086888178481,794.0
