,Unnamed: 0,x,y
0,221932,931.4138783013595,672.0
1,221933,931.4180869191284,700.0
2,221934,931.4201912280126,734.0
3,221935,931.4243998457813,859.0
4,221936,931.4286084635496,955.0
5,221937,931.4328170813184,971.0
6,221938,931.4349213902026,800.0
7,221939,931.4391300079712,631.0
8,221940,931.4433386257398,607.0
9,221941,931.4475472435083,561.0
10,221942,931.4517558612768,532.0
11,221943,931.4538601701613,687.0
12,221944,931.4580687879297,641.0
13,221945,931.4622774056984,612.0
14,221946,931.4664860234668,763.0
15,221947,931.468590332351,965.0
16,221948,931.4727989501197,937.0
17,221949,931.4770075678882,831.0
18,221950,931.4812161856568,678.0
19,221951,931.483320494541,487.0
20,221952,931.4854248034253,377.0
21,221953,931.4854248034253,110.0
22,221954,931.4875270266928,603.0
23,221955,931.4917314732277,574.0
24,221956,931.4959359197625,592.0
25,221957,931.5001403662973,648.0
26,221958,931.5022425895646,625.0
27,221959,931.5064470360994,525.0
28,221960,931.5106514826344,491.0
29,221961,931.514855929169,425.0
30,221962,931.5169581524364,352.0
31,221963,931.5211625989713,434.0
32,221964,931.525367045506,603.0
33,221965,931.5295714920408,641.0
34,221966,931.5337759385756,440.0
35,221967,931.5358781618432,351.0
36,221968,931.540082608378,380.0
37,221969,931.5442870549127,446.0
38,221970,931.5484915014476,486.0
39,221971,931.550593724715,485.0
40,221972,931.5547981712497,552.0
41,221973,931.5590026177846,652.0
42,221974,931.5632070643193,749.0
43,221975,931.5674115108542,723.0
44,221976,931.5695137341215,561.0
45,221977,931.5737181806564,544.0
46,221978,931.5779226271914,516.0
47,221979,931.582127073726,639.0
48,221980,931.5842292969936,677.0
49,221981,931.5884337435284,722.0
50,221982,931.5926381900633,573.0
51,221983,931.596842636598,459.0
52,221984,931.5989448598656,533.0
53,221985,931.6031493064003,603.0
54,221986,931.6073537529352,502.0
55,221987,931.6115581994698,491.0
56,221988,931.6157626460048,502.0
57,221989,931.617864869272,487.0
58,221990,931.6220693158067,369.0
59,221991,931.6262737623416,304.0
60,221992,931.6304782088763,288.0
61,221993,931.632580432144,408.0
62,221994,931.6367848786788,499.0
63,221995,931.6409893252136,543.0
64,221996,931.6451937717484,625.0
65,221997,931.6493982182832,732.0
66,221998,931.6515004415504,709.0
67,221999,931.6557048880852,698.0
68,222000,931.6599093346202,610.0
69,222001,931.6641137811548,644.0
70,222002,931.6662160044223,593.0
71,222003,931.6704204509572,608.0
72,222004,931.6746248974921,705.0
73,222005,931.6788293440268,628.0
74,222006,931.6809315672944,336.0
75,222007,931.6830337905617,134.0
76,222008,931.6851360138292,380.0
77,222009,931.6893404603641,281.0
78,222010,931.6935449068988,418.0
79,222011,931.6977493534337,522.0
80,222012,931.699851576701,723.0
81,222013,931.7040560232358,751.0
82,222014,931.7082604697706,694.0
83,222015,931.7124649163054,473.0
84,222016,931.7145671395728,428.0
85,222017,931.7187715861077,429.0
86,222018,931.7229760326424,492.0
87,222019,931.7271804791773,570.0
88,222020,931.731384925712,581.0
89,222021,931.7334871489796,594.0
90,222022,931.7376915955143,627.0
91,222023,931.7418960420492,682.0
92,222024,931.746100488584,678.0
93,222025,931.7482027118514,666.0
94,222026,931.7524071583862,650.0
95,222027,931.756611604921,614.0
96,222028,931.7608160514557,557.0
97,222029,931.7650204979906,481.0
98,222030,931.7671227212579,579.0
99,222031,931.7713271677928,569.0
100,222032,931.7755316143277,467.0
101,222033,931.7797360608624,468.0
102,222034,931.7818382841299,684.0
103,222035,931.7860427306648,755.0
104,222036,931.7902471771996,881.0
105,222037,931.7944516237344,865.0
106,222038,931.7965538470016,740.0
107,222039,931.8007582935364,754.0
108,222040,931.8049627400712,671.0
