,Unnamed: 0,x,y
0,225029,940.4196639889196,596.0
1,225030,940.4217660847956,557.0
2,225031,940.425970276548,583.0
3,225032,940.4301744683006,543.0
4,225033,940.434378660053,488.0
5,225034,940.4385828518054,378.0
6,225035,940.4406849476816,493.0
7,225036,940.444889139434,587.0
8,225037,940.4490933311864,494.0
9,225038,940.4532975229387,374.0
10,225039,940.4553996188154,411.0
11,225040,940.4596038105676,486.0
12,225041,940.46380800232,450.0
13,225042,940.4680121940725,464.0
14,225043,940.4722163858247,634.0
15,225044,940.4743184817012,705.0
16,225045,940.4785226734537,540.0
17,225046,940.482726865206,442.0
18,225047,940.4869310569583,522.0
19,225048,940.4890331528346,180.0
20,225049,940.4911352487107,447.0
21,225050,940.4932373445872,706.0
22,225051,940.4974415363396,625.0
23,225052,940.5016457280921,499.0
24,225053,940.5058499198443,476.0
25,225054,940.5079520157203,449.0
26,225055,940.512156207473,419.0
27,225056,940.5163603992253,476.0
28,225057,940.520564590978,439.0
29,225058,940.5247687827302,480.0
30,225059,940.5268708786064,466.0
31,225060,940.5310750703592,423.0
32,225061,940.5352792621112,438.0
33,225062,940.5394834538637,420.0
34,225063,940.54158554974,281.0
35,225064,940.5457897414923,183.0
36,225065,940.5499939332448,176.0
37,225066,940.5541981249974,340.0
38,225067,940.5584023167496,476.0
39,225068,940.5605044126261,558.0
40,225069,940.5647086043783,556.0
41,225070,940.5689127961307,556.0
42,225071,940.5731169878833,577.0
43,225072,940.5752190837596,430.0
44,225073,940.5773211796356,29.0
45,225074,940.5794232755119,353.0
46,225075,940.5836274672644,311.0
47,225076,940.5878316590167,394.0
48,225077,940.5920358507692,476.0
49,225078,940.5941379466452,662.0
50,225079,940.5983421383977,734.0
51,225080,940.6025463301503,836.0
52,225081,940.6067505219028,772.0
53,225082,940.6109547136552,703.0
54,225083,940.6130568095314,732.0
55,225084,940.6172610012836,781.0
56,225085,940.6214651930362,881.0
57,225086,940.6256693847888,790.0
58,225087,940.6277714806648,772.0
59,225088,940.6319756724173,694.0
60,225089,940.6361798641698,708.0
61,225090,940.6403840559219,661.0
62,225091,940.6445882476744,697.0
63,225092,940.6466903435507,708.0
64,225093,940.6508945353032,587.0
65,225094,940.6550987270557,517.0
66,225095,940.659302918808,707.0
67,225096,940.6614050146844,832.0
68,225097,940.6656092064368,916.0
69,225098,940.6698133981893,802.0
70,225099,940.6740175899415,699.0
71,225100,940.678221781694,622.0
72,225101,940.6803238775702,662.0
